,ConversionID,BrowserType,OperatingSystemType,DeviceType,path_lengths,paths_by_adname,State-Region,hour
42,469105206620,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
43,468102255091,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
44,466142645476,Chrome,Windows 10,PC,1,[21164348],Washington,11
45,464118446965,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,12
46,465191147181,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,10
47,464118446966,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,12
48,465191147182,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,16
49,464118446967,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,13
50,468701623238,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,23
51,465026205224,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
52,469391850849,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
53,468701623237,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,23
54,464914698490,Chrome,iOS 10.3,Tablet,1,[21164354],Washington,16
55,464914698491,Chrome,iOS 10.3,Tablet,1,[21164354],Washington,17
56,469391850850,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
57,465026205220,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
58,465026205221,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
59,465026205222,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
60,469767710479,Safari,iOS 10.3,Smart Phone,1,[21164354],Washington,15
61,465026205223,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
62,465026205218,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,22
63,469391850851,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
64,469406442122,Chrome,Windows 7,PC,1,[21164348],Georgia,14
65,464832276266,Chrome,Android 5.0,Smart Phone,1,[21172800],Ohio,2
66,464118446969,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,16
67,467323092212,Safari,Mac Yosemite,Mac,1,[21172781],Michigan,13
68,466142645477,Chrome,Windows 10,PC,1,[21164348],Washington,11
69,467323092213,Safari,Mac Yosemite,Mac,1,[21172781],Michigan,13
70,466142645478,Chrome,Windows 10,PC,1,[21164348],Washington,11
71,468238697663,Chrome,Windows 10,PC,1,[21172782],Washington,17
72,468798026615,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
73,466142645479,Chrome,Windows 10,PC,1,[21164348],Washington,11
74,468798026614,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
75,468954244544,Chrome,Windows 7,PC,1,[21172800],Washington,23
76,465983081912,Chrome,Android 5.0,Tablet,1,[21172800],Minnesota,23
77,467357311401,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
78,466142645475,Chrome,Windows 10,PC,1,[21164348],Washington,11
79,464492190188,Safari,iOS 9.3,Tablet,1,[21172958],Illinois,20
80,469105206621,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
81,468396459172,Safari,iOS 10.3,Smart Phone,1,[21172935],Massachusetts,23
82,464479132870,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,22
83,469105206622,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
84,464118446968,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,16
85,465983081913,Chrome,Android 5.0,Tablet,1,[21172800],Minnesota,23
86,471527960579,Chrome,Windows 10,PC,1,[21164348],California,13
87,467943215301,Chrome,Android 5.1,Smart Phone,1,[21172800],Washington,16
88,469406442120,Chrome,Windows 7,PC,1,[21164348],Georgia,14
89,469391850847,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
90,467357311382,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
91,464371561371,Unsupported,iOS 10.2,Tablet,1,[21172958],Wisconsin,16
92,466142645474,Chrome,Windows 10,PC,1,[21164348],Washington,11
93,468102255089,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
94,471641428075,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
95,467357311383,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
96,468102255088,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
97,466142645473,Chrome,Windows 10,PC,1,[21164348],Washington,11
98,471458735168,Safari,iOS 10.3,Smart Phone,1,[21172962],Washington,7
99,471527960580,Chrome,Windows 10,PC,1,[21164348],California,13
100,469406442119,Chrome,Windows 7,PC,1,[21164348],Georgia,14
101,468238697662,Chrome,Windows 10,PC,1,[21172782],Washington,17
102,471641428078,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
103,463109810082,Safari,iOS 10.3,Smart Phone,1,[21172800],Washington,13
104,465031798986,Chrome,Android 6.0,Smart Phone,1,[21172962],California,23
105,471641428076,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
106,465031798987,Chrome,Android 6.0,Smart Phone,1,[21172962],California,23
107,463103423728,Safari,iOS 10.2,Smart Phone,1,[21172958],Washington,16
108,470478833805,Chrome,Android 6.0,Smart Phone,1,[21172958],Washington,21
109,468798026613,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
110,468238697661,Chrome,Windows 10,PC,1,[21172782],Washington,17
111,471641428077,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
112,470478833806,Chrome,Android 6.0,Smart Phone,1,[21172958],Washington,21
113,464079473952,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21172958]",Washington,13
114,466620440374,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
115,465792286551,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
116,465333075291,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
117,465333075296,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
118,469207995637,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
119,465333075297,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
120,469537007192,Chrome,Android 7.0,Smart Phone,2,"[21172958, 21172958]",Illinois,23
121,465023140331,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
122,469207995636,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
123,464364639463,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
124,465792286546,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
125,470666063993,Safari,iOS 10.1,Smart Phone,2,"[21172958, 21172800]",Minnesota,10
126,466620440372,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
127,470560520389,Safari,Mac 10.12 Sierra,Mac,2,"[21172931, 21172935]",Washington,9
128,464364639469,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
129,463420456059,Chrome,Android 7.0,Smart Phone,2,"[21172958, 21172800]",Minnesota,17
130,465673911187,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
131,466620440373,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
132,464576297537,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
133,468549831833,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
134,464533553296,Chrome,Android 6.0,Smart Phone,2,"[21172962, 21172962]",North Carolina,9
135,470666063994,Safari,iOS 10.1,Smart Phone,2,"[21172958, 21172800]",Minnesota,10
136,464533553297,Chrome,Android 6.0,Smart Phone,2,"[21172962, 21172962]",North Carolina,9
137,465792286548,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,1
138,467346478394,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
139,467346478393,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
140,465792286549,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
141,465792286550,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
142,467942519882,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,16
143,467942519883,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,16
144,469389863630,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
145,469389863641,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
146,469389863640,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
147,469389863639,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
148,465673911182,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
149,464259218991,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21172958]",Washington,0
150,463939702133,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21164354]",Washington,7
151,468960717390,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
152,468549831828,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
153,469389863642,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
154,468960717391,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
155,468960717388,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
156,468960717389,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
157,469207995638,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
158,467942519884,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,15
159,468960717387,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
160,465792286547,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
161,468549831827,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
162,467131725776,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172962]",Minnesota,23
163,470560520390,Safari,Mac 10.12 Sierra,Mac,2,"[21172931, 21172935]",Washington,9
164,464576297536,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
165,463085921455,Chrome,Android 4.4,Tablet,2,"[21172962, 21172962]",Minnesota,17
166,465023140338,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
167,467346478397,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
168,465673911183,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
169,465023140337,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
170,464576297535,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
171,464364639464,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
172,465023140330,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
173,462905850479,Chrome,Android 6.0,Smart Phone,3,"[21164354, 21164354, 21164354]",Washington,19
174,466491584622,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
175,466491584621,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
176,468554934236,Unsupported,iOS 10.2,Smart Phone,3,"[21172962, 21172800, 21164354]",Arkansas,12
177,466491584620,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
178,468842447668,Safari,iOS 10.3,Tablet,3,"[21172800, 21164354, 21172958]",Wisconsin,11
179,464803950231,Chrome,iOS 10.3,Tablet,3,"[21172962, 21172962, 21172958]",Minnesota,3
180,466491584612,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
181,468249415770,Chrome,Android 7.0,Smart Phone,3,"[21172782, 21172934, 21172782]",Minnesota,12
182,465836006243,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,17
183,465836006242,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
184,468166069293,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
185,466491584623,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
186,468166069291,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
187,467131396955,Safari,iOS 10.2,Smart Phone,3,"[21164348, 21172958, 21164354]",California,23
188,466044356010,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
189,466044356009,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
190,467888966043,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
191,466044356008,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
192,466044356007,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
193,468166069292,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
194,468595045327,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
195,465122721167,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
196,467888966045,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
197,468166069294,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
198,464378723976,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
199,464803950232,Chrome,iOS 10.3,Tablet,3,"[21172962, 21172962, 21172958]",Minnesota,8
200,466491584624,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
201,464378723977,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
202,466491584619,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
203,467888966042,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
204,466491584625,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
205,466491584618,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
206,464378723978,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,14
207,467131396954,Safari,iOS 10.2,Smart Phone,3,"[21164348, 21172958, 21164354]",California,23
208,467888966044,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
209,465836006241,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
210,464366028178,Chrome,Android 6.0,Smart Phone,3,"[21172958, 21172958, 21164354]",Illinois,12
211,463436101618,Safari,iOS 10.2,Smart Phone,3,"[21164354, 21172958, 21172800]",Washington,14
212,465122721164,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
213,470082993502,Chrome,Windows 7,PC,3,"[21172931, 21172800, 21172800]",Minnesota,13
214,464378723975,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
215,465836006236,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
216,465836006235,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
217,464239759883,Unsupported,iOS 10.2,Smart Phone,3,"[21172800, 21164354, 21164354]",Minnesota,1
218,468595045326,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
219,466770947548,Chrome,Android 6.0,Smart Phone,3,"[21164348, 21172958, 21164354]",California,14
220,464813763318,Safari,iOS 10.0,Tablet,3,"[21172800, 21172800, 21172800]",Washington,2
221,463436101617,Safari,iOS 10.2,Smart Phone,3,"[21164354, 21172958, 21172800]",Washington,14
222,465122721165,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
223,470082993501,Chrome,Windows 7,PC,3,"[21172931, 21172800, 21172800]",Minnesota,13
224,468595045325,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
225,465836006240,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
226,466491584611,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
227,465122721168,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
228,468729322451,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
229,464895017876,Chrome,Android 4.0,Tablet,4,"[21172800, 21172800, 21172800, 21172958]",Minnesota,14
230,465340506400,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
231,467285367320,Safari,iOS 10.3,Tablet,4,"[21172800, 21172962, 21164354, 21172958]",Minnesota,16
232,467501170421,Safari,iOS 10.2,Smart Phone,4,"[21172800, 21164348, 21172958, 21164354]",Washington,9
233,469276335498,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
234,463240834192,Firefox,Windows 7,PC,4,"[21172782, 21172782, 21172930, 21172782]",Minnesota,20
235,469276335495,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
236,469427906530,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
237,469427906529,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
238,465198902593,Chrome,Android 4.0,Tablet,4,"[21172800, 21172800, 21172800, 21172958]",Minnesota,17
239,463749541371,Safari,iOS 10.3,Smart Phone,4,"[21172800, 21172800, 21172962, 21172958]",Minnesota,14
240,465340326078,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
241,468729322449,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
242,469276335497,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
243,469276335496,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
244,465340506399,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
245,468729322450,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
246,467285367321,Safari,iOS 10.3,Tablet,4,"[21172800, 21172962, 21164354, 21172958]",Minnesota,16
247,465340506405,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,20
248,465340506407,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
249,465340326076,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
250,465340506406,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
251,465340326077,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
252,469427906531,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
253,468861240320,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
254,467320224070,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
255,464645835198,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
256,464645835201,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
257,464272581908,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
258,465896791955,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
259,464272581923,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,8
260,467320224073,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
261,465896791954,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
262,467320224074,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
263,465196468889,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
264,468861240322,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
265,464917496875,Safari,iOS 10.1,Tablet,5,"[21164354, 21172958, 21164354, 21172958, 21172800]",Wisconsin,13
266,468861240321,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
267,464645835192,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
268,467320224072,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,14
269,464645835200,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
270,464272581909,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
271,464645835199,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
272,467607388178,Safari,iOS 10.3,Smart Phone,5,"[21172962, 21164354, 21172800, 21172958, 21172958]",Minnesota,11
273,467320224075,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
274,464272581924,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
275,465856589854,Safari,iOS 10.3,Smart Phone,5,"[21172958, 21172935, 21172800, 21164354, 21164354]",Wisconsin,17
276,465196468893,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
277,464645835191,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
278,467320224071,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
279,469296910462,Chrome,Windows 7,PC,5,"[21172800, 21172800, 21172800, 21172800, 21172800]",Minnesota,1
280,465196468890,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
281,465896791956,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
282,463956962179,Firefox,Windows 7,PC,5,"[21172934, 21172930, 21172934, 21172930, 21172782]",Minnesota,6
283,465535008683,Safari,iOS 10.3,Smart Phone,6,"[21172958, 21164354, 21172962, 21172958, 21172958, 21172958]",Minnesota,13
284,467888274516,Chrome,Windows 8,PC,6,"[21164348, 21172800, 21172935, 21172934, 21172800, 21172800]",Minnesota,1
285,465535008671,Safari,iOS 10.3,Smart Phone,6,"[21172958, 21164354, 21172962, 21172958, 21172958, 21172958]",Minnesota,13
286,464088426142,Chrome,Mac 10.11 El Capitan,Mac,6,"[21172931, 21172781, 21172934, 21172934, 21172780, 21172934]",Minnesota,13
287,464088426143,Chrome,Mac 10.11 El Capitan,Mac,6,"[21172931, 21172781, 21172934, 21172934, 21172780, 21172934]",Minnesota,13
288,464088426144,Chrome,Mac 10.11 El Capitan,Mac,6,"[21172931, 21172781, 21172934, 21172934, 21172780, 21172934]",Minnesota,12
289,465535008672,Safari,iOS 10.3,Smart Phone,6,"[21172958, 21164354, 21172962, 21172958, 21172958, 21172958]",Minnesota,13
290,468552939584,Chrome,Windows 10,PC,7,"[21164348, 21164348, 21164348, 21172780, 21172936, 21172782, 21172935]",Minnesota,18
291,468552939585,Chrome,Windows 10,PC,7,"[21164348, 21164348, 21164348, 21172780, 21172936, 21172782, 21172935]",Minnesota,17
292,465124630967,Chrome,iOS 10.3,Smart Phone,7,"[21172962, 21172962, 21172800, 21164354, 21172800, 21172800, 21172800]",Minnesota,8
