,ConversionID,BrowserType,OperatingSystemType,DeviceType,path_lengths,paths_by_adname,State-Region,hour
36,469391850848,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
37,465191147178,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,10
38,465191147179,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,10
39,464920650348,Safari,iOS 10.1,Tablet,1,[21172958],Illinois,17
40,471458735167,Safari,iOS 10.3,Smart Phone,1,[21172962],Washington,7
41,464920650347,Safari,iOS 10.1,Tablet,1,[21172958],Illinois,17
42,462516061894,Chrome,Android 5.0,Smart Phone,1,[21172800],Florida,14
43,472135755372,Chrome,Windows 10,PC,1,[21164348],Pennsylvania,14
44,469105206620,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
45,468102255090,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
46,468102255091,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
47,468701623237,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,23
48,464118446965,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,12
49,465191147181,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,10
50,464118446966,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,12
51,465191147182,Safari,iOS 10.0,Smart Phone,1,[21172800],Washington,16
52,464118446967,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,13
53,468701623238,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,23
54,465026205224,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
55,469391850849,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
56,464914698490,Chrome,iOS 10.3,Tablet,1,[21164354],Washington,16
57,469391850851,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
58,464914698491,Chrome,iOS 10.3,Tablet,1,[21164354],Washington,17
59,469391850850,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
60,465026205220,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
61,465026205221,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
62,465026205222,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
63,469767710479,Safari,iOS 10.3,Smart Phone,1,[21164354],Washington,15
64,465026205223,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,23
65,465026205218,Chrome,Android 6.0,Smart Phone,1,[21164354],Minnesota,22
66,464832276266,Chrome,Android 5.0,Smart Phone,1,[21172800],Ohio,2
67,469406442123,Chrome,Windows 7,PC,1,[21164348],Georgia,14
68,468954244544,Chrome,Windows 7,PC,1,[21172800],Washington,23
69,464118446968,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,16
70,469406442122,Chrome,Windows 7,PC,1,[21164348],Georgia,14
71,466142645476,Chrome,Windows 10,PC,1,[21164348],Washington,11
72,467323092212,Safari,Mac Yosemite,Mac,1,[21172781],Michigan,13
73,466142645477,Chrome,Windows 10,PC,1,[21164348],Washington,11
74,467323092213,Safari,Mac Yosemite,Mac,1,[21172781],Michigan,13
75,466142645478,Chrome,Windows 10,PC,1,[21164348],Washington,11
76,468238697663,Chrome,Windows 10,PC,1,[21172782],Washington,17
77,468798026615,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
78,466142645479,Chrome,Windows 10,PC,1,[21164348],Washington,11
79,468798026614,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
80,465983081912,Chrome,Android 5.0,Tablet,1,[21172800],Minnesota,23
81,465983081913,Chrome,Android 5.0,Tablet,1,[21172800],Minnesota,23
82,467357311401,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
83,466142645475,Chrome,Windows 10,PC,1,[21164348],Washington,11
84,464492190188,Safari,iOS 9.3,Tablet,1,[21172958],Illinois,20
85,469105206621,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
86,468396459172,Safari,iOS 10.3,Smart Phone,1,[21172935],Massachusetts,23
87,464479132870,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,22
88,469105206622,Unsupported,iOS 10.3,Tablet,1,[21172958],Wisconsin,15
89,464118446969,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21172934],Washington,16
90,471527960579,Chrome,Windows 10,PC,1,[21164348],California,13
91,468842379472,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,11
92,468238697661,Chrome,Windows 10,PC,1,[21172782],Washington,17
93,471641428075,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
94,469406442119,Chrome,Windows 7,PC,1,[21164348],Georgia,14
95,469391850847,Internet Explorer on Windows 7_8 ,Windows 10,PC,1,[21164348],Minnesota,12
96,466142645473,Chrome,Windows 10,PC,1,[21164348],Washington,11
97,467357311382,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
98,470478833806,Chrome,Android 6.0,Smart Phone,1,[21172958],Washington,21
99,469406442120,Chrome,Windows 7,PC,1,[21164348],Georgia,14
100,471458735168,Safari,iOS 10.3,Smart Phone,1,[21172962],Washington,7
101,471527960580,Chrome,Windows 10,PC,1,[21164348],California,13
102,468238697662,Chrome,Windows 10,PC,1,[21172782],Washington,17
103,471641428078,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
104,465031798987,Chrome,Android 6.0,Smart Phone,1,[21172962],California,23
105,468102255089,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
106,471641428076,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
107,464371561371,Unsupported,iOS 10.2,Tablet,1,[21172958],Wisconsin,16
108,463103423728,Safari,iOS 10.2,Smart Phone,1,[21172958],Washington,16
109,463109810082,Safari,iOS 10.3,Smart Phone,1,[21172800],Washington,13
110,470478833805,Chrome,Android 6.0,Smart Phone,1,[21172958],Washington,21
111,465031798986,Chrome,Android 6.0,Smart Phone,1,[21172962],California,23
112,468102255088,Chrome,Mac 10.12 Sierra,Mac,1,[21164348],Washington,23
113,471641428077,Safari,Mac 10.12 Sierra,Mac,1,[21164348],Minnesota,21
114,468798026613,Safari,iOS 10.3,Smart Phone,1,[21172958],Washington,0
115,466142645474,Chrome,Windows 10,PC,1,[21164348],Washington,11
116,467357311383,Chrome,Android 7.0,Smart Phone,1,[21164354],Massachusetts,12
117,469207995637,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
118,467942519883,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,16
119,465333075291,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
120,465792286550,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
121,465792286551,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
122,464364639469,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
123,467942519882,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,16
124,464079473952,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21172958]",Washington,13
125,465333075296,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
126,468549831827,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
127,466620440374,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
128,469207995636,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
129,467346478393,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
130,464364639463,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
131,465673911187,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
132,466620440372,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
133,470560520389,Safari,Mac 10.12 Sierra,Mac,2,"[21172931, 21172935]",Washington,9
134,464576297537,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
135,468549831833,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
136,466620440373,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21172800]",Washington,10
137,463420456059,Chrome,Android 7.0,Smart Phone,2,"[21172958, 21172800]",Minnesota,17
138,465792286549,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
139,469537007192,Chrome,Android 7.0,Smart Phone,2,"[21172958, 21172958]",Illinois,23
140,472133024502,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21172958]",New York,10
141,472133024503,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21172958]",New York,10
142,464533553296,Chrome,Android 6.0,Smart Phone,2,"[21172962, 21172962]",North Carolina,9
143,467346478394,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
144,464533553297,Chrome,Android 6.0,Smart Phone,2,"[21172962, 21172962]",North Carolina,9
145,470666063993,Safari,iOS 10.1,Smart Phone,2,"[21172958, 21172800]",Minnesota,10
146,465792286548,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,1
147,470666063994,Safari,iOS 10.1,Smart Phone,2,"[21172958, 21172800]",Minnesota,10
148,469389863630,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
149,465792286546,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
150,465333075297,Chrome,Android 4.4,Smart Phone,2,"[21172782, 21172936]",North Carolina,21
151,463939702133,Safari,iOS 10.3,Smart Phone,2,"[21172800, 21164354]",Washington,7
152,468960717390,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
153,469389863641,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
154,469389863640,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
155,468960717387,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
156,464576297536,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
157,465673911183,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
158,469389863642,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
159,467346478397,Edge,Windows 10,PC,2,"[21172800, 21172782]",Washington,12
160,465673911182,Safari,iOS 10.3,Smart Phone,2,"[21172931, 21172931]",Maryland,19
161,469389863639,Safari,iOS 9.3,Smart Phone,2,"[21172962, 21172800]",Georgia,16
162,464259218991,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21172958]",Washington,0
163,469207995638,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172958]",Washington,20
164,467131725776,Safari,iOS 10.3,Smart Phone,2,"[21172958, 21172962]",Minnesota,23
165,465792286547,Edge,Windows 10,PC,2,"[21172782, 21172930]",Minnesota,6
166,468960717391,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
167,468549831828,Chrome,Android 4.0,Tablet,2,"[21172962, 21172800]",Georgia,11
168,465023140331,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
169,468960717388,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
170,468960717389,Chrome,Android 7.0,Smart Phone,2,"[21164354, 21164354]",Washington,21
171,467942519884,Chrome,Android 7.0,Smart Phone,2,"[21172800, 21172800]",California,15
172,470560520390,Safari,Mac 10.12 Sierra,Mac,2,"[21172931, 21172935]",Washington,9
173,465023140338,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
174,465023140330,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
175,464364639464,Safari,iOS 10.3,Smart Phone,2,"[21164354, 21164354]",New York,12
176,463085921455,Chrome,Android 4.4,Tablet,2,"[21172962, 21172962]",Minnesota,17
177,464576297535,Chrome,Android 4.0,Tablet,2,"[21172800, 21172958]",Washington,8
178,465023140337,Chrome,Android 5.0,Smart Phone,2,"[21172800, 21172958]",Minnesota,20
179,467888966044,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
180,466044356007,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
181,465836006242,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
182,467888966043,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
183,465836006241,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
184,465836006240,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
185,466044356010,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
186,467888966042,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
187,465836006243,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,17
188,466491584612,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
189,468554934236,Unsupported,iOS 10.2,Smart Phone,3,"[21172962, 21172800, 21164354]",Arkansas,12
190,464803950231,Chrome,iOS 10.3,Tablet,3,"[21172962, 21172962, 21172958]",Minnesota,3
191,465122721168,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
192,466044356009,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
193,464813763318,Safari,iOS 10.0,Tablet,3,"[21172800, 21172800, 21172800]",Washington,2
194,468842447668,Safari,iOS 10.3,Tablet,3,"[21172800, 21164354, 21172958]",Wisconsin,11
195,468249415770,Chrome,Android 7.0,Smart Phone,3,"[21172782, 21172934, 21172782]",Minnesota,12
196,468166069293,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
197,466491584620,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
198,467888966045,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,9
199,465122721167,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
200,466491584619,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
201,466491584618,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
202,464366028178,Chrome,Android 6.0,Smart Phone,3,"[21172958, 21172958, 21164354]",Illinois,12
203,464378723976,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
204,464803950232,Chrome,iOS 10.3,Tablet,3,"[21172962, 21172962, 21172958]",Minnesota,8
205,466491584624,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
206,467131396955,Safari,iOS 10.2,Smart Phone,3,"[21164348, 21172958, 21164354]",California,23
207,468166069292,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
208,466044356008,Safari,iOS 10.2,Smart Phone,3,"[21172935, 21172800, 21172958]",Tennessee,8
209,468166069294,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
210,466491584623,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
211,464378723978,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,14
212,467131396954,Safari,iOS 10.2,Smart Phone,3,"[21164348, 21172958, 21164354]",California,23
213,466491584622,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
214,466491584621,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
215,468595045327,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
216,464378723977,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
217,466491584625,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
218,468166069291,Chrome,Android 7.0,Smart Phone,3,"[21172962, 21172962, 21164354]",California,0
219,466770947548,Chrome,Android 6.0,Smart Phone,3,"[21164348, 21172958, 21164354]",California,14
220,463436101617,Safari,iOS 10.2,Smart Phone,3,"[21164354, 21172958, 21172800]",Washington,14
221,468595045326,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
222,465836006236,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
223,464378723975,Unsupported,iOS 9.3,Tablet,3,"[21172800, 21172962, 21172962]",Minnesota,13
224,465122721165,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
225,463436101618,Safari,iOS 10.2,Smart Phone,3,"[21164354, 21172958, 21172800]",Washington,14
226,465122721164,Safari,iOS 10.3,Smart Phone,3,"[21172800, 21172958, 21172958]",Washington,6
227,471823756969,Chrome,Windows 10,PC,3,"[21164348, 21164348, 21164348]",Minnesota,15
228,465836006235,Safari,iOS 10.3,Tablet,3,"[21172800, 21172800, 21172800]",Washington,16
229,462905850479,Chrome,Android 6.0,Smart Phone,3,"[21164354, 21164354, 21164354]",Washington,19
230,470082993502,Chrome,Windows 7,PC,3,"[21172931, 21172800, 21172800]",Minnesota,13
231,471823756968,Chrome,Windows 10,PC,3,"[21164348, 21164348, 21164348]",Minnesota,15
232,468595045325,Internet Explorer on Windows 7_8 ,Windows 10,PC,3,"[21172930, 21172933, 21172934]",Washington,16
233,466491584611,Safari,iOS 10.3,Smart Phone,3,"[21164348, 21172958, 21164354]",California,13
234,464239759883,Unsupported,iOS 10.2,Smart Phone,3,"[21172800, 21164354, 21164354]",Minnesota,1
235,470082993501,Chrome,Windows 7,PC,3,"[21172931, 21172800, 21172800]",Minnesota,13
236,469427906531,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
237,465340506406,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
238,468729322451,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
239,469276335497,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
240,467285367321,Safari,iOS 10.3,Tablet,4,"[21172800, 21172962, 21164354, 21172958]",Minnesota,16
241,465340326076,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
242,467285367320,Safari,iOS 10.3,Tablet,4,"[21172800, 21172962, 21164354, 21172958]",Minnesota,16
243,469427906530,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
244,469427906529,Firefox,Windows 7,PC,4,"[21164348, 21164348, 21164348, 21164348]",Indiana,16
245,468729322450,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
246,467501170421,Safari,iOS 10.2,Smart Phone,4,"[21172800, 21164348, 21172958, 21164354]",Washington,9
247,463240834192,Firefox,Windows 7,PC,4,"[21172782, 21172782, 21172930, 21172782]",Minnesota,20
248,463749541371,Safari,iOS 10.3,Smart Phone,4,"[21172800, 21172800, 21172962, 21172958]",Minnesota,14
249,469276335496,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
250,465340506407,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
251,465198902593,Chrome,Android 4.0,Tablet,4,"[21172800, 21172800, 21172800, 21172958]",Minnesota,17
252,465340326078,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
253,465340506405,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,20
254,465340326077,Chrome,iOS 10.3,Smart Phone,4,"[21172782, 21172962, 21164354, 21172958]",New Hampshire,23
255,464895017876,Chrome,Android 4.0,Tablet,4,"[21172800, 21172800, 21172800, 21172958]",Minnesota,14
256,465340506400,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
257,469276335498,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
258,465340506399,Chrome,iOS 10.2,Smart Phone,4,"[21172958, 21172962, 21172962, 21172962]",California,21
259,469276335495,Chrome,Windows 10,PC,4,"[21164348, 21172930, 21164348, 21164348]",Washington,0
260,468729322449,Chrome,Android 4.4,Smart Phone,4,"[21164377, 21164377, 21164377, 21164377]",Washington,0
261,465896791956,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
262,468861240321,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
263,467320224073,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
264,467320224074,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
265,464645835192,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
266,464272581909,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
267,467320224071,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
268,467320224070,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
269,464272581908,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
270,467320224072,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,14
271,465896791954,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
272,467607388178,Safari,iOS 10.3,Smart Phone,5,"[21172962, 21164354, 21172800, 21172958, 21172958]",Minnesota,11
273,467320224075,Chrome,Windows XP,PC,5,"[21172931, 21172931, 21172935, 21172934, 21172930]",Texas,15
274,465896791955,Chrome,Windows 7,PC,5,"[21172782, 21164348, 21172782, 21172930, 21164348]",Washington,15
275,464272581923,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,8
276,468861240320,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
277,465196468893,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
278,472146828439,Safari,Mac 10.12 Sierra,Mac,5,"[21172930, 21172934, 21172932, 21172935, 21172781]",North Dakota,13
279,464917496875,Safari,iOS 10.1,Tablet,5,"[21164354, 21172958, 21164354, 21172958, 21172800]",Wisconsin,13
280,465196468890,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
281,468861240322,Edge,Windows 10,PC,5,"[21164348, 21164348, 21164348, 21164348, 21164348]",Oregon,12
282,463956962179,Firefox,Windows 7,PC,5,"[21172934, 21172930, 21172934, 21172930, 21172782]",Minnesota,6
283,464272581924,Safari,iOS 10.3,Smart Phone,5,"[21172800, 21164354, 21172800, 21172800, 21172800]",Washington,9
284,472146828438,Safari,Mac 10.12 Sierra,Mac,5,"[21172930, 21172934, 21172932, 21172935, 21172781]",North Dakota,13
285,469296910462,Chrome,Windows 7,PC,5,"[21172800, 21172800, 21172800, 21172800, 21172800]",Minnesota,1
286,465196468889,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21172800, 21172962, 21172962]",Washington,12
287,464645835200,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
288,464645835198,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
289,464645835191,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
290,464645835199,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
291,465856589854,Safari,iOS 10.3,Smart Phone,5,"[21172958, 21172935, 21172800, 21164354, 21164354]",Wisconsin,17
292,464645835201,Chrome,Android 6.0,Smart Phone,5,"[21172800, 21172800, 21164354, 21164354, 21164354]",Washington,13
293,467888274516,Chrome,Windows 8,PC,6,"[21164348, 21172800, 21172935, 21172934, 21172800, 21172800]",Minnesota,1
294,464088426144,Chrome,Mac 10.11 El Capitan,Mac,6,"[21172931, 21172781, 21172934, 21172934, 21172780, 21172934]",Minnesota,12
295,465535008672,Safari,iOS 10.3,Smart Phone,6,"[21172958, 21164354, 21172962, 21172958, 21172958, 21172958]",Minnesota,13
296,465535008671,Safari,iOS 10.3,Smart Phone,6,"[21172958, 21164354, 21172962, 21172958, 21172958, 21172958]",Minnesota,13
